root@h0:~# tcpdump host 128.238.61.100 and 128.238.61.101
tcpdump: verbose output suppressed, use -v or -vv for full protocol decode
listening on eth0, link-type EN10MB (Ethernet), capture size 262144 bytes
13:41:45.759407 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.759602 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.759665 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.759765 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.759810 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.759862 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.759906 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.759958 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.760002 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.760055 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.760100 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.760151 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.760196 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.760247 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.760292 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.760346 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.760391 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.760609 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.760653 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.760717 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.760762 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.760814 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.760858 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.760910 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.760955 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.761006 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.761051 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.761103 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.761148 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.761200 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.761244 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.761299 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.761344 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.761396 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.761493 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.761622 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.761666 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.761718 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.761763 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.761815 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.761860 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.761912 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.761956 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.762008 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.762053 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.762105 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.762150 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.762205 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.762250 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.762302 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.762347 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.762410 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.762444 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.762491 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.762570 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.762621 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.762681 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.762729 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.762735 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.762828 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.762917 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.763004 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.763049 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.763104 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.763150 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.763203 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.763249 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.763312 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.763358 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.763410 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.763567 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.763766 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.763812 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.763865 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.763911 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.763963 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.764002 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.764054 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.764092 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.764170 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.764215 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.764267 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.764312 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.764374 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.764406 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.764538 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.764599 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.764719 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.764752 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.764798 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.764830 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.764876 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.764908 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.764953 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.764985 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.765033 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.765094 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.765154 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.765186 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.765243 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.765275 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.765321 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.765353 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.765398 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.765437 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.765514 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.765622 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.765934 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.765967 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.766016 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.766077 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.766153 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.766185 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.766230 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.766262 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.766319 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.766351 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.766397 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.766429 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.766527 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.766701 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.766838 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.766870 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.766915 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.767026 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.767099 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.767183 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.767431 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.767471 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.767749 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.767781 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.767838 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.767870 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.767916 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.767970 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.768032 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.768063 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.768109 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.768141 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.768187 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.768218 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.768264 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.768296 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.768344 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.768376 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.768422 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.768559 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.768644 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.768676 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.768722 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.768754 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
13:41:45.768799 IP 128.238.61.101.52192 > 128.238.61.100.57889: UDP, length 516
13:41:45.768831 IP 128.238.61.100.57889 > 128.238.61.101.52192: UDP, length 4
